title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,Unnamed: 9,spam_label,sentiment_label,id,url,rating,types
St James Power Station,"🟧 St James Power Station
3 Sentosa Gateway, Singapore 098544

⬛️  I visited St James Power Station — now the Singapore headquarters of Dyson — on 1st August 2025 (Fri)

🔵 This beautifully conserved industrial building was Singapore’s first coal-fired power station, and today it’s an iconic landmark blending heritage with modern innovation.

❇️ We had planned to explore the heritage gallery located within the former power station to learn more about its history.

⚫️ However, the security personnel informed me politely that parking at Dyson’s offices is not open to the public.

🟫 Visitors need to park at the nearby VivoCity instead and walk over. 😅As I was short on time, I only managed to admire and photograph the striking red-brick facade.

⚫️ I look forward to returning when I have more time to visit the gallery properly. It is a meaningful stop for anyone interested in Singapore’s industrial past.

🔴  Tip: Park at VivoCity Mall next door, and take a short walk across.

🟠🌳🌳 Worth it: Even if you’re just passing by, the exterior facade is highly impressive and makes for great photos.

✅️ You can Book for a slot to visit the museum at the St James Power Station website.",False,True,,Historical landmark,0,5,,not spam,good,ChIJ1VO7IVkZ2jERBm7au3IHB0I,https://maps.google.com/?cid=4757779720699538950&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"historical_landmark, historical_place, night_club, point_of_interest, establishment"
St James Power Station,"They've kept some cool poster boards explaining the history, which is a nice touch.  It's crazy to think this used to be a power station, they've really transformed it. The renovation is impressive, and you can tell they put a lot of work into it.  Not allowed to visit inside as it is a private property now.",False,True,,Historical landmark,0,5,,not spam,good,ChIJ1VO7IVkZ2jERBm7au3IHB0I,https://maps.google.com/?cid=4757779720699538950&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"historical_landmark, historical_place, night_club, point_of_interest, establishment"
Sentosa Development Corporation,"We were just here for lunch at the office's cafe, but everyone was so friendly!",False,True,,Tourist attraction,0,5,,not spam,good,ChIJCY9OVf4b2jERUpSqNgjnpBQ,https://maps.google.com/?cid=1487567799402009682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"tourist_attraction, tourist_information_center, tour_agency, travel_agency, point_of_interest, establishment"
Sentosa Development Corporation,"I would like to extend my heartfelt appreciation to your Service Ambassador, Mr. Rahman, for his exceptional assistance at the VivoCity Sentosa Station.
While I was in a very long queue, I informed Mr. Rahman that I am pregnant and experiencing back pain. He immediately offered me priority in the queue and kindly advised me to take a seat inside the train. His attentiveness, empathy, and professionalism made a significant difference in my journey.
Mr. Rahman’s thoughtful actions truly reflect the spirit of excellent customer service, and I am very grateful for his support.
Please convey my thanks to him, and I hope his efforts will be recognised.",False,False,,Tourist attraction,0,5,,not spam,good,ChIJCY9OVf4b2jERUpSqNgjnpBQ,https://maps.google.com/?cid=1487567799402009682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"tourist_attraction, tourist_information_center, tour_agency, travel_agency, point_of_interest, establishment"
Dyson Global Headquarters,Excellent services from the sales team- credit to Eugene for a his professional knowledge and intelligent communication/presentation . We have impressed what Dyson cares for professionals and consumers . Thumbs up 👍🏻👍🏻👍🏻,False,False,,Corporate office,0,5,,not spam,good,ChIJWUrZuc0Z2jERAtxWnHRcbLU,https://maps.google.com/?cid=13072925474258607106&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,2.3,"corporate_office, point_of_interest, establishment"
Dyson Global Headquarters,"Started using the V12 Detect Slim in June 22. In August 22, send a photo to Dyson Singapore customer service to report the faulty bin. Was advised to replace the bin and stock will be available in October 22. Waited patiently. In October, informed that bin not available and no definite date of availability.  Advised to go service center. Worst customer care!",False,False,,Corporate office,0,5,,not spam,bad,ChIJWUrZuc0Z2jERAtxWnHRcbLU,https://maps.google.com/?cid=13072925474258607106&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,2.3,"corporate_office, point_of_interest, establishment"
Caribbean at Keppel Bay,"What an outstanding condo , like a resort, to enjoy life
The building design, with private lift for every unit , it’s so unusual these days
The landscaping is so well-maintained and looks beautiful like a resort area
The swimming pools are great, with a large Olympic size pool, and children’s pools. There are a few pools around for convenience.
The management committee is doing a great job . The property management is doing a great job under a competent property management company.
They Cheers  convenience store in the parking lot is so convenient to the residents",False,True,,Condominium complex,0,5,,not spam,good,ChIJk9NTsREb2jER8TZTUgD_UdU,https://maps.google.com/?cid=15371347380038481649&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"condominium_complex, point_of_interest, establishment"
Caribbean at Keppel Bay,Beautiful condominium project surrounded by lush greenery and water everywhere you turn. Made even better by being a stone's throw away from Vivo City. One of the best waterfront living places around,False,True,,Condominium complex,0,5,,not spam,good,ChIJk9NTsREb2jER8TZTUgD_UdU,https://maps.google.com/?cid=15371347380038481649&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"condominium_complex, point_of_interest, establishment"
Police Coast Guard - Brani Base (Headquarters),Unique place and safety areas,False,True,,Coast guard station,0,5,,not spam,good,ChIJ81JXrksY2jER7-F68K-_oI8,https://maps.google.com/?cid=10349482706072166895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"point_of_interest, establishment"
Police Coast Guard - Brani Base (Headquarters),Best 2 of my life spent here.,False,True,,Coast guard station,0,5,,not spam,good,ChIJ81JXrksY2jER7-F68K-_oI8,https://maps.google.com/?cid=10349482706072166895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"point_of_interest, establishment"
Suntec Singapore Convention & Exhibition Centre,"I recently attended a 2-day conference at Suntec Singapore Convention & Exhibition Centre and was very impressed by the facilities and overall experience.

The location is extremely convenient—right in the heart of the city and easily accessible by MRT, bus, or on foot from nearby hotels like Pan Pacific, Marina Mandarin, and others. There’s a direct connection to several malls and plenty of food and shopping options nearby, which is great for breaks in between sessions.

The convention center itself is modern, spacious, and well-maintained. The conference halls were well-equipped with good lighting, acoustics, and AV systems. Signage was clear, and staff were always available to help guide attendees.

I appreciated the comfortable seating, clean restrooms, and the efficient flow of people between different areas—even during peak times. The air conditioning was strong but comfortable, which helped keep long sessions bearable.

Overall, Suntec is an excellent venue for conferences and exhibitions—professional, accessible, and supported by a wide range of nearby services and attractions. I would be happy to attend future events here.",False,True,,Convention center,0,5,,not spam,good,ChIJ8yvdOK8Z2jERx1TP2rKMPtY,https://maps.google.com/?cid=15437931272475727047&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"convention_center, event_venue, point_of_interest, establishment"
Suntec Singapore Convention & Exhibition Centre,The Heart of Healthcare were held here to commemorate and recognise the efforts and hardwork of healthcare workers during COVID-19 in Singapore. The space were well made use of to set up exhibitions to allow attendees walk through the journey.,False,True,,Convention center,0,5,,not spam,good,ChIJ8yvdOK8Z2jERx1TP2rKMPtY,https://maps.google.com/?cid=15437931272475727047&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"convention_center, event_venue, point_of_interest, establishment"
MBFC Tower 3,"Marina Bay Financial Centre Tower 3 (MBFC Tower 3) is a modern skyscraper located in Singapore's financial district. It is part of the Marina Bay Financial Centre development, which is known for its premium office spaces and world-class facilities. MBFC Tower 3 stands out for its sleek architectural design and strategic location, offering stunning views of Marina Bay and the city skyline.

The building houses a mix of multinational corporations, financial institutions, and professional services firms, making it a hub for business activity. Its amenities include state-of-the-art office spaces, dining options, and easy access to public transportation, ensuring convenience for tenants and visitors alike.

Overall, MBFC Tower 3 is a symbol of Singapore's status as a global financial center, combining functionality, aesthetics, and accessibility. It is an excellent choice for businesses seeking a prestigious address in the heart of the city.",False,True,,Business center,0,5,,not spam,good,ChIJj1FKMw4Z2jERUDz1GxgD08o,https://maps.google.com/?cid=14615028617830546512&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
MBFC Tower 3,"What a cool place, I love my office but whenever I’m at MBFC I know where the cool kids work. I was looking at some office space here and the view of the ocean is amazing. This is what success feels like. Excellently maintained modern beautiful building. Great amenities, very impressive location.",False,True,,Business center,0,5,,not spam,good,ChIJj1FKMw4Z2jERUDz1GxgD08o,https://maps.google.com/?cid=14615028617830546512&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
Bayfront MRT Station (CE1/DT16),"Excellent MRT station, which is part of the very usable,  safe, clean, and easy -to- use MRT system in Singapore.
Added benefit is the wonderful dancing by local girls practicing and perfecting their dance routines  in front of the long mirrors in this MRT  tunnel.
Final take.....enjoy the MRT rides and the entertaining locals buying some great dance moves 👌 👏 .
Recommended.",False,True,,Railway services,0,5,,not spam,good,ChIJGykJTU4Z2jERZZXRzNiRXLs,https://maps.google.com/?cid=13500826143285155173&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment"
Bayfront MRT Station (CE1/DT16),It’s a standard MRT station that is set apart by the rows of tik tok dancers looking at themselves in the mirrored walls.,False,True,,Railway services,0,5,,not spam,bad,ChIJGykJTU4Z2jERZZXRzNiRXLs,https://maps.google.com/?cid=13500826143285155173&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment"
Singapore Flyer,Great views and the interactive play area before the actual flyer experience was decent - our one had some video lag etc. but it kept my kiddo hooked on the story and the following play. Would definitely recommend a visit.,False,True,,Ferris wheel,0,5,,not spam,good,ChIJzVHFNqkZ2jERboLN2YrltH8,https://maps.google.com/?cid=9202232323147137646&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"ferris_wheel, tourist_attraction, point_of_interest, establishment"
Singapore Flyer,"The Singapore Flyer offers a spectacular 360-degree panoramic view of Singapore, and it's a worthwhile experience, particularly during sunset or at night when the city lights up. The ride is typically 30 minutes long and the capsules are spacious and comfortable. This is a MUST to do in Singapore!",False,True,,Ferris wheel,0,5,,not spam,good,ChIJzVHFNqkZ2jERboLN2YrltH8,https://maps.google.com/?cid=9202232323147137646&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"ferris_wheel, tourist_attraction, point_of_interest, establishment"
Raffles Place MRT Station (NS26/EW14),"One of My Favorite Photo Spots in Singapore
This is one of my favorite places in Singapore for capturing stunning photos, especially during sunset. It’s within walking distance from Marlin Park and offers beautiful views of the city skyline and Marina Bay. The evening lights make it even more magical. A must-visit for anyone who loves photography, peaceful walks, or simply soaking in the vibrant atmosphere by the bay.",False,True,,Railway services,0,5,,not spam,good,ChIJ1_0j5XUZ2jERL25RtOKBXo8,https://maps.google.com/?cid=10330837405922324015&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment"
Raffles Place MRT Station (NS26/EW14),I cycled here. I worked here close to two decades ago and was pleasantly surprised to see the relaxed chairs placed around the turfed grass for people to relax.,False,True,,Railway services,0,5,,not spam,good,ChIJ1_0j5XUZ2jERL25RtOKBXo8,https://maps.google.com/?cid=10330837405922324015&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment"
ArtScience Museum,"The ArtScience Museum gave me one of the most inspiring experiences during my trip. I got to see a beautiful blend of science, technology, and art in a way that felt both futuristic and deeply creative.

One of the most impressive exhibitions was about fashion and sustainability. They showcased recycled materials turned into actual wearable high-fashion pieces. It wasn’t just for show. These were real outfits worn by celebrities, and every single piece looked stunning. The craftsmanship and design were on another level.

What amazed me the most was learning how each piece was made. The process was detailed, thoughtful, and innovative. It made me appreciate how art and science can work together to change the way we think about fashion and the environment.

Every room in the museum had something to admire. If you love creativity with a purpose, this is a place you absolutely should not miss.",False,True,,Museum,0,5,,not spam,good,ChIJnWdQKQQZ2jERScXuKeFHyIE,https://maps.google.com/?cid=9351803658631562569&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"museum, tourist_attraction, point_of_interest, establishment"
