title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label,Unnamed: 15,created,preprocessed_review,spam_label_,sentiment_label_,sarcasm_label_,relevance_score,relevance_label
Marina Barrage,PUB needs to take measures to ensure the safety of children against speeding cyclists in the area. There were many children in the rest areas and yet speeding cyclists swooped past dangerously. One incident nearly happened when one speeding cyclist was heading towards a 1-2 years old toddler. There is a sign prohibiting cycling and skateboarding in this area. There was a security personnel standing there helplessly as he claimed these cyclists were too fast to be stopped. I think it is a matter of âwhenâ not âifâ for a injury or fatality to occur caused by speeding cyclists. Can we not have a calming measures in place to deter the speeding cyclists ? a BIGGER and Clearer sign please.,False,True,,Picnic ground,0,1.0,not spam,bad,ChIJ50uIMa0Z2jER0cTt5fLaZt0,https://maps.google.com/?cid=15953679466781066449&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"picnic_ground, tourist_attraction, point_of_interest, establishment",negative_review,,,PUB needs to take measures to ensure the safety of children against speeding cyclists in the area. There were many children in the rest areas and yet speeding cyclists swooped past dangerously. One incident nearly happened when one speeding cyclist was heading towards a 1-2 years old toddler. There is a sign prohibiting cycling and skateboarding in this area. There was a security personnel standing there helplessly as he claimed these cyclists were too fast to be stopped. I think it is a matter of âwhenâ not âifâ for a injury or fatality to occur caused by speeding cyclists. Can we not have a calming measures in place to deter the speeding cyclists ? a BIGGER and Clearer sign please.,Not Spam,Negative,Not Sarcastic,0.5674481615424156,Relevant
Marina Bay Sands Casino,"Very rude staff. At the entrance a staff member asked me to show him the email containing the visa and I wrongly showed him the wrong email and he called me stupid.

You canât use apple wallet or google pay, you need the physical card.

You must buy at least $100 worth of fish, and you cannot exchange fish back for money if the value is less than $100.",False,False,,Casino,0,1.0,not spam,bad,ChIJTzCCaz0Z2jERx_S17pyhem8,https://maps.google.com/?cid=8032910580760573127&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"casino, point_of_interest, establishment",negative_review,,,"Very rude staff. At the entrance a staff member asked me to show him the email containing the visa and I wrongly showed him the wrong email and he called me stupid.

You canât use apple wallet or google pay, you need the physical card.

You must buy at least $100 worth of fish, and you cannot exchange fish back for money if the value is less than $100.",Not Spam,Negative,Not Sarcastic,0.1562541276216507,Not Relevant
Marina Square,"At Wings of Art 2025, which runs from Jun 25 to Jul 1 at Marina Square. I arrived 12pm on 30 June, but the event is not opened to public at all. Ask the volunteers what time open, give me a very blur look, What a freaking waste of time, parking fee and  petrol ðð¼",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJ9UKUtjsZ2jER-VszUURb3LI,https://maps.google.com/?cid=12888276582605741049&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment",negative_review,,,"At Wings of Art 2025, which runs from Jun 25 to Jul 1 at Marina Square. I arrived 12pm on 30 June, but the event is not opened to public at all. Ask the volunteers what time open, give me a very blur look, What a freaking waste of time, parking fee and  petrol ðð¼",Not Spam,Negative,Not Sarcastic,0.29361921548843384,Not Relevant
Marine Cove,"when i was around 6-7 years old, i have met a flasher at the park, so it was almost 12am around there, i was at the park late at night because my family and cousin wanted to chill and hang out together as most of them had work from the morning to evening so they decided to chill at the park and we don't often see each other, while i was playing near the slide and my teenage cousins went to theirbecause they were too tired and i was not because i was not a tired kid back then while i was alone there was this drunk man came up to me and started looking at me for some reason and i just looked at him because idk why is he looking at me like that then he pulled down his pants and flash me, then i started to cry and shouted for my parents loud because i am freaking looking at his, my father knocked him down and locked him until the police and by now i think he is out of prison oso. So who ever read this just to let u know never go at the park late at night if u don't want to get into this",False,False,,Recreation center,0,1.0,not spam,bad,ChIJa-w7QHYY2jERBpmvw73xGFs,https://maps.google.com/?cid=6564262254226675974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"sports_activity_location, point_of_interest, establishment",negative_review,,,"when i was around 6-7 years old, i have met a flasher at the park, so it was almost 12am around there, i was at the park late at night because my family and cousin wanted to chill and hang out together as most of them had work from the morning to evening so they decided to chill at the park and we don't often see each other, while i was playing near the slide and my teenage cousins went to theirbecause they were too tired and i was not because i was not a tired kid back then while i was alone there was this drunk man came up to me and started looking at me for some reason and i just looked at him because idk why is he looking at me like that then he pulled down his pants and flash me, then i started to cry and shouted for my parents loud because i am freaking looking at his, my father knocked him down and locked him until the police and by now i think he is out of prison oso. So who ever read this just to let u know never go at the park late at night if u don't want to get into this",Not Spam,Negative,Not Sarcastic,0.3995542824268341,Relevant
Marymount MRT Station (CC16),Probably could do something to improve the situation of the students taking the MRT as itâs made us a fellow commuter get stuck out of a train when we let them out from the train by going out of it while the train door just shut in our face without any hesitation? Where we as goodwills commuters will need to wait for the next train & disrupts our whole commute journey?,False,True,,Railway services,0,1.0,not spam,bad,ChIJ0087lXcX2jERja3SYAbb1L0,https://maps.google.com/?cid=13678798788671745421&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",negative_review,,,Probably could do something to improve the situation of the students taking the MRT as itâs made us a fellow commuter get stuck out of a train when we let them out from the train by going out of it while the train door just shut in our face without any hesitation? Where we as goodwills commuters will need to wait for the next train & disrupts our whole commute journey?,Not Spam,Negative,Not Sarcastic,0.3892539143562317,Relevant
Momentus Hotel Alexandra,"I stayed at this so-called 5-star hotel and was shocked to find my room had no TV, no safe, and no peignoir (bathrobe). These are basic amenities youâd expect even from a 3-star hotel, let alone one that claims to be luxury.When you pay premium prices, you expect a certain level of comfort and service unfortunately, this hotel did not deliver. There was no explanation from the staff either. Very disappointing experience, and I would not recommend this hotel to anyone expecting true 5-star standards.Maybe because I were a black dude !!  I really donât understand.",False,False,,Hotel,0,,not spam,bad,ChIJWzvWhoYb2jERkhHGbme6tmQ,https://maps.google.com/?cid=7257192802957005202&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment",negative_review,,,"I stayed at this so-called 5-star hotel and was shocked to find my room had no TV, no safe, and no peignoir (bathrobe). These are basic amenities youâd expect even from a 3-star hotel, let alone one that claims to be luxury.When you pay premium prices, you expect a certain level of comfort and service unfortunately, this hotel did not deliver. There was no explanation from the staff either. Very disappointing experience, and I would not recommend this hotel to anyone expecting true 5-star standards.Maybe because I were a black dude !!  I really donât understand.",Not Spam,Negative,Not Sarcastic,0.20190045024667466,Not Relevant
Oxley BizHub - Huatzard,"If you are renting any units here. Please stay far away as the Mcst will charge you 2000 sgd for illegal dumping and illegal parking in red lots.
If you need to do renovation works, they will require to deposit 3000sgd via cash or cash cheque without no deposit slip. The overall rental here is cheap for a reason and it's not worth it at all. I have rented 2 units here and faced some lighting issues for 2mths which causes my unit to blackout affecting my business revenue. In fact the lighting issues root cause if from the DB box outside of our unit which is the responsibility of mcst but they literally don't solve it for you at all.",False,True,,Corporate office,0,1.0,not spam,bad,ChIJKyFMHWoX2jERPgj3zAs_T5I,https://maps.google.com/?cid=10542714572613552190&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.6,"corporate_office, real_estate_agency, point_of_interest, establishment",negative_review,,,"If you are renting any units here. Please stay far away as the Mcst will charge you 2000 sgd for illegal dumping and illegal parking in red lots.
If you need to do renovation works, they will require to deposit 3000sgd via cash or cash cheque without no deposit slip. The overall rental here is cheap for a reason and it's not worth it at all. I have rented 2 units here and faced some lighting issues for 2mths which causes my unit to blackout affecting my business revenue. In fact the lighting issues root cause if from the DB box outside of our unit which is the responsibility of mcst but they literally don't solve it for you at all.",Not Spam,Negative,Not Sarcastic,0.49744040199688505,Relevant
Parc Esta,"Ever since people started living here last year, there have been bugs everywhere, and it seems no one is addressing the issue. This situation is quite unique and not typical of other living areas in Singapore.
DON'T LIVE HERE IF YOU ARE ALLERGIC.",False,False,Ohâ¦ Thanks for the review!,Condominium complex,0,1.0,not spam,bad,ChIJUbVrXzgZ2jERnFh_LMIzMho,https://maps.google.com/?cid=1887628102884874396&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"condominium_complex, housing_complex, point_of_interest, establishment",negative_review,,,"Ever since people started living here last year, there have been bugs everywhere, and it seems no one is addressing the issue. This situation is quite unique and not typical of other living areas in Singapore.
DON'T LIVE HERE IF YOU ARE ALLERGIC.",Not Spam,Negative,Not Sarcastic,0.45057981709639233,Relevant
PUB Recreation Club,"Will scam you on the bill.

1 guinness advertised as 10SGD  on table. Was told to order through web-app. In there Ã¥rice was 13SGD. After ordering no oayment in web-app, was told to pay at bar. The price then increased close to 15SGD. So almost 50% higher price than the one they quoted on the table.

These kind of mini-scams are super annoying (and hopefuly ilkegal?). Just tell people what your products and services actually cost. We dont mind paying as long as you are honest.",False,False,,Club,0,1.0,not spam,bad,ChIJwV19f3UX2jERfjdJxj6Fn6s,https://maps.google.com/?cid=12366749606443825022&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"point_of_interest, establishment",negative_review,,,"Will scam you on the bill.

1 guinness advertised as 10SGD  on table. Was told to order through web-app. In there Ã¥rice was 13SGD. After ordering no oayment in web-app, was told to pay at bar. The price then increased close to 15SGD. So almost 50% higher price than the one they quoted on the table.

These kind of mini-scams are super annoying (and hopefuly ilkegal?). Just tell people what your products and services actually cost. We dont mind paying as long as you are honest.",Not Spam,Negative,Not Sarcastic,-0.06041692476719618,Not Relevant
Resorts World Sentosa Casino,"Our recent visit to the Casino at Sentosa was deeply disappointing. As tourists, we were denied entry simply because we were not carrying our original passports. Despite offering to show digital copies alongside our national ID cards (from our country of residence), the staff were adamant about requiring only original passports, with no exceptions.

What made the situation even more frustrating was the lack of clear communicationânowhere on the official website, booking platforms, or tourist information was it explicitly mentioned that original passports are mandatory for entry. This oversight is highly inconvenient for tourists who may not carry their passports at all times, especially when visiting an island destination like Sentosa.

To make matters worse, a staff member in a light blue shirt was particularly rude and dismissive. He failed to explain the policy properly, refused to listen, and left us feeling unwelcome and unheard.

Suggestion: Please make the passport requirement highly visible and clearly communicated across all relevant platforms, including at entry points, websites, and brochures. Itâs unreasonable to expect tourists to return all the way to their hotel just to retrieve a document that could easily be verified with a secure digital or ID backup.

Overall, this experience was frustrating and unsatisfactory, especially from a touristâs perspective who expects hospitality and clear communication in a world-class destination like Singapore.",False,True,,Casino,0,1.0,not spam,bad,ChIJPeDOF0kb2jERaAH6HhwdcuQ,https://maps.google.com/?cid=16461251594608574824&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"casino, point_of_interest, establishment",negative_review,,,"Our recent visit to the Casino at Sentosa was deeply disappointing. As tourists, we were denied entry simply because we were not carrying our original passports. Despite offering to show digital copies alongside our national ID cards (from our country of residence), the staff were adamant about requiring only original passports, with no exceptions.

What made the situation even more frustrating was the lack of clear communicationânowhere on the official website, booking platforms, or tourist information was it explicitly mentioned that original passports are mandatory for entry. This oversight is highly inconvenient for tourists who may not carry their passports at all times, especially when visiting an island destination like Sentosa.

To make matters worse, a staff member in a light blue shirt was particularly rude and dismissive. He failed to explain the policy properly, refused to listen, and left us feeling unwelcome and unheard.

Suggestion: Please make the passport requirement highly visible and clearly communicated across all relevant platforms, including at entry points, websites, and brochures. Itâs unreasonable to expect tourists to return all the way to their hotel just to retrieve a document that could easily be verified with a secure digital or ID backup.

Overall, this experience was frustrating and unsatisfactory, especially from a touristâs perspective who expects hospitality and clear communication in a world-class destination like Singapore.",Not Spam,Negative,Not Sarcastic,0.164670629799366,Not Relevant
