title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label,Unnamed: 15,created,preprocessed_review,spam_label_,sentiment_label_,sarcasm_label_,relevance_score,relevance_label,modified_review,summary
ComfortDelGro Corporation Ltd,To all who see the zig app. Do not download this app or even worse add your payment details. They are scammers. They charged me 2 times without providing the services. I canât believe things like this happen to customers in Singapore. I will be reporting this business to Singaporean police today!,FALSE,FALSE,,Corporate office,0,1,not spam,bad,ChIJuatSAOkX2jER6QB06ZyJD0Q,https://maps.google.com/?cid=4904289826254356713&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.1,"corporate_office, point_of_interest, establishment",rant_without_visit,,,To all who see the zig app. Do not download this app or even worse add your payment details. They are scammers. They charged me 2 times without providing the services. I canât believe things like this happen to customers in Singapore. I will be reporting this business to Singaporean police today!,Not Spam,Negative,Not Sarcastic,0.362646535,Relevant,To all who see the zig app. Do not download this app or even worse add your payment details. They are scammers. They charged me 2 times without providing the services. I canât believe things like this happen to customers in Singapore. I will be reporting this business to Singaporean police today! Category: Corporate office,"1) Corporate Office  
2) The reviewer advises users not to download the Zig app, indicating a negative experience or warning about its potential consequences. | Labels: Negative"
Fort Serapong,No entry when I was there on 30 march 2021,FALSE,TRUE,,Historical landmark,0,1,not spam,bad,ChIJ64jZU6Mf2jERuOpSam1xH2g,https://maps.google.com/?cid=7502840218971728568&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4,"historical_landmark, historical_place, point_of_interest, establishment",rant_without_visit,,,No entry when I was there on 30 march 2021,Not Spam,Neutral,Not Sarcastic,0.295548677,Not Relevant,No entry when I was there on 30 march 2021 Category: Historical landmark,"1) Historical landmark  
2) The reviewer visited a historical landmark named ""Category Name"" but mentions that they were not allowed to enter the site. | Labels: Neutral, Not Relevant"
Fourth Avenue Residences,This is from GRAB chauffeur ! Security won't let me take passengers! They tell me they're in charge! I am forced to cancel the pick up passengers,FALSE,TRUE,,Condominium complex,0,1,not spam,bad,ChIJsdsas2ER2jERStdWxVuqeWU,https://maps.google.com/?cid=7312062781142259530&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"condominium_complex, point_of_interest, establishment",rant_without_visit,,,This is from GRAB chauffeur ! Security won't let me take passengers! They tell me they're in charge! I am forced to cancel the pick up passengers,Not Spam,Negative,Not Sarcastic,0.2077161348424852,Not Relevant,This is from GRAB chauffeur ! Security won't let me take passengers! They tell me they're in charge! I am forced to cancel the pick up passengers Category: Condominium complex,"1) Condominium complex
2) The reviewer claims to have had a negative experience with the security at their condominium, which was provided by a GRAB chauffeur. | Labels: Negative, Not Relevant"
Katong Park MRT Station (TE24),Noticed students from the school nearby drinking in station and staff are not doing anything.,FALSE,TRUE,,Transportation service,0,2,not spam,bad,ChIJC0Ii9aUZ2jERVsEzsKY3a9Y,https://maps.google.com/?cid=15450504135684899158&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",rant_without_visit,,,Noticed students from the school nearby drinking in station and staff are not doing anything.,Not Spam,Negative,Sarcastic,0.6128054857254028,Relevant,Noticed students from the school nearby drinking in station and staff are not doing anything. (Sarcastic) Category: Transportation service,"1) Transportation Service  
2) The reviewer noticed students from a nearby school drinking and socializing, which are activities that take place outside of the transportation service itself. | Labels: Negative, Sarcastic"
Marine Cove,kid's playground is still closed. maintenance lasting for another election term perhaps.,FALSE,TRUE,,Recreation center,0,1,not spam,bad,ChIJa-w7QHYY2jERBpmvw73xGFs,https://maps.google.com/?cid=6564262254226675974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"sports_activity_location, point_of_interest, establishment",rant_without_visit,,,kid's playground is still closed. maintenance lasting for another election term perhaps.,Not Spam,Neutral,Not Sarcastic,0.5182633399963379,Relevant,kid's playground is still closed. maintenance lasting for another election term perhaps. Category: Recreation center,"1) Recreation Center
2) The recreation center's kid's playground was found to be closed due to maintenance issues as stated in the review. | Labels: Neutral"
Meyer Mansion,I wished developers and agents would stop blasting fake positive reviews on Google. I tried to report them to Google but Google does nothing.,FALSE,TRUE,,Condominium complex,0,1,not spam,bad,ChIJo0ilEiIZ2jERixa9wWMLNzU,https://maps.google.com/?cid=3834546130809329291&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"condominium_complex, point_of_interest, establishment",rant_without_visit,,,I wished developers and agents would stop blasting fake positive reviews on Google. I tried to report them to Google but Google does nothing.,Not Spam,Negative,Sarcastic,0.4051664620637893,Relevant,I wished developers and agents would stop blasting fake positive reviews on Google. I tried to report them to Google but Google does nothing. (Sarcastic) Category: Condominium complex,"1) Condominium Complex  
2) The reviewer wishes that developers and agents would stop certain behaviors, but the review does not specify what those behaviors are. | Labels: Negative, Sarcastic"
Sentosa Boardwalk,As of 3rd July half the walkway is closed off. You also need to walk through the car park. Better off taking the tram as itâs free while inside sentosa island area,FALSE,TRUE,,Hiking area,0,1,not spam,bad,ChIJDxyQUAAZ2jERVmLHwcPgzqI,https://maps.google.com/?cid=11731561210721034838&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"hiking_area, tourist_attraction, park, sports_activity_location, point_of_interest, establishment",rant_without_visit,,,As of 3rd July half the walkway is closed off. You also need to walk through the car park. Better off taking the tram as itâs free while inside sentosa island area,Not Spam,Neutral,Not Sarcastic,0.6110444863637289,Relevant,As of 3rd July half the walkway is closed off. You also need to walk through the car park. Better off taking the tram as itâs free while inside sentosa island area Category: Hiking area,"1) Hiking Area
2) The review mentions that half of the walkway is currently closed off as of 3rd July, which seems to be an informative update about the hiking area. | Labels: Neutral"
St Andrew's Junior College,"A girl from this school lied about SA, and students from other schools she doesnât even know. Very odd students.",FALSE,FALSE,,Junior college,0,1,not spam,bad,ChIJuxPYdnkX2jERGZ5cvcNOvJs,https://maps.google.com/?cid=11221930974102986265&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"university, point_of_interest, establishment",rant_without_visit,,,"A girl from this school lied about SA, and students from other schools she doesnât even know. Very odd students.",Not Spam,Negative,Sarcastic,0.4562837183475494,Relevant,"A girl from this school lied about SA, and students from other schools she doesnât even know. Very odd students. (Sarcastic) Category: Junior college","1) Junior College
2) The reviewer mentions a false incident of someone lying about Sexual Assault (SA), but the review does not contain explicit details or accusations. | Labels: Negative, Sarcastic"
St James Power Station,"Where is the historical landmark? I don't see anything. I don't see pyramids, mummy, or 5,000-year-old murals. I don't see anything.",FALSE,TRUE,,Historical landmark,0,1,not spam,bad,ChIJ1VO7IVkZ2jERBm7au3IHB0I,https://maps.google.com/?cid=4757779720699538950&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"historical_landmark, historical_place, night_club, point_of_interest, establishment",rant_without_visit,,,"Where is the historical landmark? I don't see anything. I don't see pyramids, mummy, or 5,000-year-old murals. I don't see anything.",Not Spam,Negative,Not Sarcastic,0.3004901260137558,Relevant,"Where is the historical landmark? I don't see anything. I don't see pyramids, mummy, or 5,000-year-old murals. I don't see anything. Category: Historical landmark","1) Historical Landmark  
2) The review discusses the location of the historical landmark and expresses frustration that it cannot be found. | Labels: Negative"
Temasek Polytechnic,"The students make a lot of noise on the bus, especially those who took at 10pm service 129. Just cant seem to keep their mouths shut..

Empty vessels make the most noise",FALSE,FALSE,,Polytechnic institute,0,1,not spam,bad,ChIJcWfV_mk92jERlqKEnZLi8os,https://maps.google.com/?cid=10084371634971779734&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"point_of_interest, establishment",rant_without_visit,,,"The students make a lot of noise on the bus, especially those who took at 10pm service 129. Just cant seem to keep their mouths shut..

Empty vessels make the most noise",Spam,Negative,Sarcastic,0.2665922716259956,Not Relevant,"The students make a lot of noise on the bus, especially those who took at 10pm service 129. Just cant seem to keep their mouths shut..

Empty vessels make the most noise (Sarcastic) Category: Polytechnic institute","1) Polytechnic Institute 
2) The review mentions that students make a lot of noise on the bus. | Labels: Negative, Spam, Sarcastic, Not Relevant"
Victoria Junior College,My friends told me itâs elite here but i couldnât make it :(,FALSE,TRUE,,Junior college,0,5,not spam,bad,ChIJF_09TJ8i2jERuSvA4AMZtEQ,https://maps.google.com/?cid=4950609394833304505&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"university, school, point_of_interest, establishment",rant_without_visit,,,My friends told me itâs elite here but i couldnât make it :(,Not Spam,Negative,Not Sarcastic,0.1145914942026138,Not Relevant,My friends told me itâs elite here but i couldnât make it :( Category: Junior college,"1) Junior College  
2) The reviewer heard that their junior college is considered elite from their friends, but they personally did not share this opinion. | Labels: Negative, Not Relevant"
